task_id,contributor_id,label,seconds
279,27,0,37.48
279,143,0,25.81
279,111,1,21.89
279,113,0,28.24
280,100,0,33.38
280,185,1,1.24
280,138,0,33.88
280,58,0,30.57
280,145,0,24.48
281,87,0,27.98
281,85,0,19.34
281,107,0,29.29
281,174,0,9.6
281,130,0,19.0
282,22,0,36.72
282,28,1,41.08
282,97,1,40.49
282,86,1,43.07
282,195,0,13.9
283,92,0,35.58
283,138,0,33.5
283,140,1,32.77
283,172,0,6.24
283,149,1,24.81
284,197,1,17.25
284,187,1,0.43
284,111,1,30.96
284,75,1,27.76
284,55,0,30.91
285,136,1,22.61
285,27,0,22.64
285,124,1,26.48
285,184,1,1.12
285,186,0,1.58
286,196,1,11.66
286,98,1,31.96
286,129,0,30.02
286,127,0,31.0
286,53,0,24.55
287,149,0,35.42
287,163,0,7.33
287,115,0,30.15
287,103,0,35.33
287,32,1,31.48
288,44,1,24.05
288,130,1,28.6
288,159,1,35.98
288,187,0,2.43
288,141,0,31.6
289,147,0,11.73
289,177,0,2.05
289,190,0,14.69
289,50,0,32.62
289,66,0,20.55
290,118,1,27.57
290,163,0,5.88
290,199,1,5.46
290,70,1,30.13
290,104,1,29.12
291,39,0,42.79
291,189,0,1.39
291,107,0,43.07
291,188,0,1.94
291,181,0,1.35
292,82,1,23.04
292,175,0,0.97
292,192,1,7.72
292,162,0,2.66
292,129,0,13.6
293,69,0,33.79
293,18,1,20.51
293,2,1,37.17
293,113,0,29.87
293,90,0,23.71
294,177,0,1.29
294,122,1,29.97
294,127,0,32.5
294,188,0,1.4
294,55,0,25.61
295,98,1,33.17
295,74,0,36.82
295,126,1,30.12
295,187,1,2.04
295,105,1,34.64
296,19,0,29.03
296,25,1,23.59
296,42,1,28.62
296,24,1,31.77
296,70,1,29.9
297,165,0,6.69
297,197,0,16.84
297,33,0,25.51
297,44,0,16.36
297,75,0,24.85
298,19,0,26.23
298,163,0,7.03
298,49,0,28.05
298,168,0,4.41
298,142,0,31.54
299,143,1,19.36
299,173,0,3.31
299,195,0,11.5
299,150,1,35.46
299,71,0,24.96
300,66,1,48.63
300,141,1,50.04
300,161,0,5.95
300,71,0,33.37
300,17,0,50.34
301,131,1,17.12
301,85,1,29.79
301,42,1,21.2
301,21,1,27.58
301,148,1,23.37
302,159,0,33.32
302,41,0,25.28
302,119,1,36.61
302,109,0,31.42
302,166,0,7.76
303,91,1,21.32
303,46,1,16.29
303,197,0,9.58
303,32,1,24.98
303,162,0,8.09
304,9,1,37.14
304,28,0,18.29
304,177,1,1.69
304,58,0,20.47
304,95,1,23.03
305,69,1,18.54
305,172,0,3.13
305,95,0,27.46
305,112,0,26.53
305,43,1,19.77
306,148,0,35.6
306,13,1,38.92
306,101,0,30.04
306,194,0,12.97
306,100,0,37.02
307,58,0,35.69
307,10,1,31.49
307,63,0,26.7
307,189,0,1.08
307,86,0,25.12
308,159,0,25.47
308,146,0,42.08
308,164,0,7.18
308,99,0,32.04
308,176,0,2.14
309,25,0,28.05
309,137,1,38.04
309,173,0,4.96
309,146,0,27.77
309,22,0,36.52
310,146,1,21.58
310,175,0,1.29
310,188,1,1.53
310,124,1,26.58
310,69,1,41.81
311,141,1,25.29
311,3,0,28.49
311,9,1,25.15
311,4,1,17.72
311,63,1,20.71
312,19,1,32.89
312,25,0,36.82
312,71,1,46.82
312,126,0,34.53
312,76,0,38.86
313,123,0,25.63
313,22,0,15.81
313,86,0,34.42
313,54,0,18.68
313,172,0,6.23
314,50,1,30.97
314,142,1,30.44
314,47,0,25.45
314,22,0,27.11
314,73,1,31.73
315,141,1,25.78
315,100,1,36.43
315,144,1,36.78
315,155,0,38.65
315,90,1,31.3
316,129,1,38.31
316,114,1,34.12
316,182,1,0.97
316,181,0,1.63
316,74,1,38.33
317,182,0,1.63
317,32,1,32.48
317,104,1,28.91
317,170,0,4.31
317,54,1,31.09
318,122,1,22.67
318,124,1,35.88
318,20,0,24.36
318,160,0,8.21
318,197,1,11.19
319,122,1,29.6
319,76,1,23.23
319,175,1,1.36
319,97,1,22.52
319,126,1,20.74
320,38,0,24.88
320,33,0,17.68
320,104,1,20.45
320,187,1,1.78
320,92,0,28.2
321,196,0,11.36
321,78,1,32.03
321,117,0,24.27
321,134,0,32.03
321,184,1,1.27
322,95,1,16.29
322,112,1,31.53
322,0,1,32.07
322,130,1,22.86
322,102,1,33.52
323,33,1,33.59
323,97,0,41.35
323,84,1,28.63
323,190,1,9.25
323,29,0,44.06
324,183,0,1.25
324,9,1,20.17
324,41,0,19.44
324,112,0,23.79
324,73,1,24.98
325,152,1,31.69
325,31,1,25.19
325,101,0,31.09
325,2,0,27.69
325,32,1,30.83
326,79,0,24.8
326,21,0,26.05
326,151,0,31.67
326,94,0,28.35
326,59,1,27.51
327,156,1,27.55
327,0,0,23.32
327,152,1,18.86
327,32,0,21.04
327,48,0,25.89
328,134,0,25.5
328,130,0,31.07
328,42,0,32.06
328,186,1,1.95
328,139,0,27.2
329,118,0,26.29
329,104,1,32.42
329,176,0,1.02
329,93,1,27.61
329,51,0,18.78
330,184,1,0.78
330,86,1,32.34
330,27,1,24.67
330,176,1,0.87
330,26,1,34.61
331,93,0,32.13
331,88,0,25.34
331,87,0,28.49
331,12,1,37.47
331,153,1,40.85
332,138,0,22.27
332,53,0,36.46
332,187,1,1.08
332,189,1,1.8
332,115,1,25.98
333,14,0,29.3
333,118,0,23.29
333,85,1,26.3
333,154,0,18.69
333,170,0,9.45
334,83,0,29.61
334,167,0,5.16
334,125,0,22.12
334,162,0,6.22
334,99,0,14.38
335,78,0,20.74
335,72,0,19.56
335,134,0,20.74
335,92,1,18.66
335,76,0,25.67
336,11,1,26.95
336,47,0,28.24
336,30,1,28.11
336,85,0,33.69
336,131,1,26.19
337,120,0,32.01
337,168,0,9.5
337,21,0,25.93
337,40,1,24.98
337,149,1,27.65
338,172,0,6.67
338,32,1,24.24
338,11,1,24.63
338,61,1,35.22
338,162,0,6.53
339,158,1,49.35
339,78,0,44.99
339,24,0,39.67
339,162,0,3.11
339,137,0,37.17
340,12,1,29.74
340,133,1,28.68
340,155,1,29.54
340,28,1,30.66
340,198,1,12.34
341,55,0,34.45
341,138,1,33.91
341,153,0,41.17
341,187,1,2.03
341,155,0,32.34
342,72,1,25.34
342,27,1,34.23
342,57,1,29.94
342,59,1,26.73
342,88,1,25.79
343,9,0,25.81
343,158,1,27.32
343,70,1,28.28
343,0,1,28.07
343,41,0,29.35
344,172,0,3.17
344,148,0,32.72
344,183,0,0.86
344,26,0,28.98
344,21,1,25.58
345,127,1,29.89
345,114,1,33.7
345,172,0,6.99
345,87,0,38.62
345,0,1,38.32
346,68,0,34.0
346,132,1,27.19
346,53,1,23.02
346,44,1,20.01
346,103,1,28.94
347,53,1,12.69
347,2,1,23.93
347,182,1,1.98
347,131,1,37.08
347,56,1,37.11
348,132,1,30.39
348,136,0,27.32
348,159,1,17.85
348,16,1,29.58
348,172,0,6.93
349,179,0,1.85
349,11,0,25.39
349,10,0,35.44
349,151,0,23.65
349,142,0,34.91
350,146,0,44.11
350,184,0,1.6
350,182,0,2.0
350,171,0,6.71
350,93,1,37.74
351,40,0,44.04
351,107,0,30.46
351,127,0,42.65
351,69,1,33.32
351,102,1,42.13
352,171,0,2.98
352,129,1,18.41
352,58,0,27.25
352,41,0,23.13
352,51,0,16.44
353,16,0,26.68
353,171,0,1.29
353,186,1,1.74
353,86,0,23.21
353,63,0,32.5
354,56,1,18.39
354,68,1,27.91
354,168,0,5.83
354,174,0,3.63
354,51,1,32.98
355,151,1,31.0
355,163,0,6.17
355,16,0,16.34
355,185,0,0.7
355,129,0,19.74
356,64,0,28.42
356,180,1,0.75
356,94,1,24.29
356,11,0,23.16
356,97,0,19.93
357,92,0,27.66
357,191,0,5.93
357,26,1,24.83
357,94,0,26.0
357,87,1,18.4
358,115,0,23.98
358,112,0,25.71
358,121,0,29.03
358,34,0,26.02
358,189,0,1.26
359,164,0,6.19
359,78,0,13.76
359,25,0,17.86
359,52,0,29.0
359,54,1,25.65
360,100,1,34.63
360,177,0,1.4
360,0,0,15.66
360,179,1,1.29
360,76,1,27.68
361,11,1,40.33
361,100,0,34.72
361,161,0,5.64
361,20,0,33.11
361,194,1,12.03
362,52,0,23.42
362,69,0,21.2
362,156,0,24.19
362,113,0,25.9
362,29,0,24.62
363,114,1,22.89
363,178,1,1.14
363,130,1,19.12
363,121,0,21.32
363,199,1,13.36
364,120,0,24.96
364,4,0,26.95
364,185,1,1.78
364,3,1,40.67
364,184,1,1.09
365,188,0,1.66
365,96,0,35.71
365,45,1,39.42
365,177,0,2.46
365,172,0,7.34
366,164,0,8.37
366,106,1,43.4
366,115,1,32.28
366,44,0,29.38
366,5,0,26.92
367,37,1,32.36
367,48,0,31.17
367,116,0,40.0
367,64,1,27.91
367,130,0,35.45
368,63,1,41.22
368,125,0,41.63
368,49,0,42.42
368,144,0,43.65
368,188,1,0.75
369,85,1,32.8
369,92,1,27.98
369,70,0,19.38
369,55,1,26.33
369,98,1,29.12
370,3,1,34.62
370,64,0,24.86
370,138,0,27.33
370,21,0,24.06
370,153,0,25.86
371,107,1,30.19
371,28,1,32.4
371,53,1,31.07
371,177,1,1.09
371,109,1,28.56
372,104,0,26.98
372,111,0,33.71
372,120,0,29.87
372,128,0,22.19
372,80,1,30.02
373,101,0,26.37
373,46,0,16.87
373,87,0,26.29
373,93,0,21.49
373,14,0,13.48
374,155,0,31.98
374,153,1,34.64
374,40,1,35.41
374,146,1,37.21
374,18,1,40.82
375,117,0,34.51
375,85,1,26.72
375,133,0,34.88
375,172,0,6.27
375,137,1,34.92
376,107,1,29.54
376,134,1,29.83
376,37,0,29.15
376,115,1,32.57
376,171,0,6.1
377,79,0,29.46
377,71,1,26.42
377,94,0,29.44
377,161,0,2.06
377,176,1,2.25
378,49,0,26.67
378,73,0,31.16
378,89,0,32.35
378,11,1,32.4
378,154,1,30.73
379,1,0,11.58
379,38,1,22.06
379,131,0,26.26
379,19,0,28.52
379,195,0,4.61
380,148,0,24.41
380,37,0,19.97
380,113,0,21.65
380,181,1,0.78
380,109,0,31.64
381,139,1,24.23
381,123,1,29.01
381,98,0,36.28
381,24,0,35.84
381,25,1,29.38
382,161,0,6.6
382,75,0,20.1
382,135,0,22.86
382,121,0,20.31
382,105,0,33.38
383,28,1,28.22
383,38,1,27.43
383,93,0,29.12
383,125,0,24.54
383,72,1,30.57
384,17,1,37.84
384,142,0,32.09
384,146,0,39.4
384,110,0,32.35
384,149,1,21.01
385,193,0,10.25
385,152,0,24.77
385,67,0,36.96
385,43,0,26.42
385,35,0,22.89
386,36,1,19.86
386,130,0,26.67
386,100,0,21.23
386,185,1,1.47
386,28,0,31.14
387,168,0,6.75
387,110,0,30.23
387,54,0,38.29
387,97,1,30.86
387,154,0,31.3
388,44,1,26.92
388,99,1,35.29
388,27,0,41.16
388,107,1,22.67
388,59,1,36.32
389,140,0,9.1
389,7,1,30.59
389,186,0,1.37
389,35,0,22.9
389,188,0,1.72
390,32,1,24.05
390,183,0,1.99
390,197,1,13.49
390,92,0,29.93
390,68,1,29.65
391,108,1,23.0
391,63,0,20.89
391,107,0,22.12
391,145,0,20.75
391,104,0,23.07
392,84,0,27.41
392,120,0,33.98
392,78,1,34.65
392,66,1,38.07
392,184,1,1.56
393,114,1,21.61
393,41,1,16.97
393,46,1,28.34
393,60,1,19.06
393,157,0,27.49
394,9,1,23.79
394,108,1,31.59
394,160,0,5.56
394,85,1,29.14
394,172,0,7.1
395,108,0,18.31
395,34,0,17.73
395,134,0,32.74
395,75,1,15.43
395,146,1,33.8
396,49,0,28.6
396,88,0,25.25
396,158,0,18.63
396,174,0,5.99
396,46,0,16.88
397,29,1,26.54
397,12,0,23.31
397,63,0,33.82
397,38,0,26.81
397,103,0,31.25
398,196,0,16.36
398,108,0,19.71
398,15,0,34.64
398,18,0,18.18
398,95,0,28.19
399,1,0,25.3
399,139,0,26.95
399,35,0,21.38
399,161,0,5.4
399,125,0,19.1
400,19,1,29.03
400,20,1,27.91
400,18,1,30.72
400,128,1,29.11
400,35,1,36.37
401,29,1,20.68
401,142,0,32.98
401,28,1,26.73
401,1,1,34.68
401,74,1,30.51
402,153,0,29.69
402,125,0,34.45
402,36,0,17.21
402,167,0,7.28
402,107,0,25.89
403,18,0,38.96
403,78,1,28.9
403,118,1,33.62
403,47,0,34.07
403,127,1,30.74
404,4,0,28.33
404,17,1,29.12
404,83,0,26.05
404,192,0,19.24
404,16,1,34.82
405,10,0,33.67
405,26,1,37.35
405,67,0,39.42
405,107,1,28.28
405,22,0,42.35
406,33,0,26.54
406,184,0,1.75
406,57,0,27.31
406,73,1,19.95
406,99,0,24.43
407,181,1,2.15
407,163,0,3.37
407,79,0,20.53
407,124,0,20.78
407,176,1,1.35
408,168,0,8.1
408,64,1,30.83
408,54,1,32.25
408,137,0,35.72
408,134,0,32.71
409,99,0,31.21
409,70,0,35.26
409,26,0,29.01
409,159,0,32.36
409,121,0,24.92
410,169,0,6.71
410,118,1,18.02
410,96,0,22.58
410,183,0,1.65
410,175,1,2.13
411,25,0,23.04
411,34,0,24.36
411,2,0,24.6
411,142,1,23.39
411,111,0,20.56
412,54,0,32.96
412,190,0,15.05
412,130,0,22.63
412,72,0,21.83
412,111,0,35.34
413,172,0,3.17
413,86,0,33.39
413,109,0,28.62
413,163,0,5.64
413,167,0,4.01
414,90,0,19.01
414,52,1,25.11
414,1,0,32.66
414,143,1,29.73
414,178,1,1.82
415,119,0,32.4
415,136,1,30.81
415,191,0,11.83
415,117,1,29.39
415,15,1,30.48
416,18,1,26.38
416,32,1,33.45
416,45,1,35.75
416,145,1,36.12
416,106,0,36.45
417,81,0,47.6
417,186,0,2.42
417,75,1,40.47
417,70,0,45.04
417,135,0,44.09
418,26,0,21.4
418,108,0,29.34
418,100,0,32.12
418,60,0,27.41
418,136,1,22.65
419,62,1,25.52
419,126,0,18.26
419,185,0,2.53
419,85,0,16.95
419,82,1,24.69
420,152,0,32.79
420,98,1,34.42
420,192,0,14.41
420,127,0,25.87
420,67,1,37.03
421,197,0,11.95
421,195,0,14.88
421,162,0,6.92
421,98,1,30.62
421,141,1,20.82
422,45,1,23.74
422,164,0,5.42
422,147,1,26.57
422,168,0,6.6
422,7,0,19.5
423,19,1,26.77
423,44,1,34.99
423,101,1,33.96
423,184,1,1.31
423,99,1,28.26
424,70,0,26.95
424,60,1,27.28
424,180,1,1.53
424,4,1,33.49
424,167,0,7.04
425,45,0,30.09
425,88,0,31.88
425,100,0,18.27
425,75,0,24.82
425,47,0,22.18
426,154,0,23.74
426,6,1,33.64
426,93,1,21.02
426,132,1,25.91
426,149,0,26.66
427,140,1,18.9
427,185,1,1.24
427,110,1,11.92
427,25,1,27.7
427,127,1,24.8
428,145,1,24.62
428,121,0,27.24
428,40,0,20.29
428,127,1,26.09
428,150,0,32.07
429,57,1,27.33
429,49,0,31.57
429,81,0,39.41
429,51,1,25.59
429,64,1,34.0
430,70,1,20.1
430,96,0,17.99
430,51,0,29.82
430,20,0,22.03
430,72,0,22.22
431,154,1,40.38
431,146,1,48.52
431,21,1,42.87
431,70,0,41.82
431,147,0,33.9
432,81,1,16.33
432,176,1,1.74
432,172,0,6.68
432,1,1,33.27
432,9,1,23.68
433,194,1,15.64
433,128,0,26.68
433,50,0,30.12
433,6,1,17.55
433,69,0,20.79
434,53,0,29.26
434,62,0,28.2
434,133,0,32.68
434,158,0,23.45
434,130,0,24.85
435,83,0,32.92
435,119,1,36.06
435,72,0,39.62
435,63,0,38.48
435,121,1,37.59
436,160,0,6.73
436,97,1,28.83
436,4,1,21.37
436,66,1,25.53
436,107,0,22.27
437,159,1,30.22
437,105,1,28.37
437,101,1,19.87
437,166,0,5.69
437,181,1,0.65
438,68,0,41.82
438,9,0,38.64
438,84,1,27.99
438,86,0,26.85
438,20,0,30.61
439,20,0,22.39
439,31,0,23.42
439,71,1,25.28
439,156,0,25.04
439,33,0,25.94
440,109,0,44.85
440,172,0,6.44
440,134,0,30.66
440,116,1,34.17
440,171,0,7.87
441,38,0,36.57
441,192,1,12.49
441,97,1,35.52
441,11,1,42.76
441,4,0,32.14
442,54,0,34.67
442,67,0,31.97
442,15,0,25.7
442,148,0,26.31
442,102,1,37.93
443,86,0,18.17
443,52,0,27.16
443,125,0,39.92
443,49,1,42.01
443,100,1,27.13
444,111,1,25.63
444,197,0,12.54
444,10,1,35.22
444,165,0,5.59
444,30,0,24.54
445,29,1,21.21
445,71,1,20.5
445,140,0,25.23
445,59,1,27.1
445,157,1,20.95
446,142,0,25.02
446,150,0,26.44
446,161,0,5.88
446,76,0,21.63
446,130,0,26.61
447,124,0,33.2
447,6,1,32.24
447,53,1,32.75
447,13,1,21.26
447,4,1,38.93
448,193,1,14.09
448,163,0,7.27
448,11,0,26.17
448,107,1,26.97
448,16,1,27.2
449,76,0,35.55
449,119,0,28.15
449,124,0,36.9
449,140,0,29.3
449,165,0,7.47
450,190,1,14.56
450,147,1,22.61
450,152,1,32.19
450,96,0,26.98
450,130,1,21.98
451,198,0,13.17
451,199,0,8.71
451,35,1,25.24
451,45,1,26.97
451,197,0,5.12
452,95,0,21.79
452,197,1,14.17
452,51,0,24.56
452,14,0,38.98
452,12,0,27.31
453,21,0,23.26
453,104,0,20.39
453,140,0,16.85
453,194,1,12.96
453,128,0,28.4
454,102,1,26.93
454,134,1,25.14
454,3,0,22.06
454,161,0,7.34
454,42,1,30.1
455,138,0,34.07
455,22,1,39.45
455,134,1,22.89
455,173,0,6.51
455,157,1,34.29
456,37,1,31.73
456,6,1,28.06
456,68,1,42.52
456,28,0,34.08
456,114,0,45.81
457,132,0,28.01
457,13,1,27.33
457,150,1,24.28
457,56,1,30.35
457,106,1,23.11
458,57,0,27.49
458,172,0,6.37
458,107,0,18.32
458,31,1,20.03
458,163,0,6.07
459,55,0,31.4
459,127,0,27.5
459,193,0,5.89
459,26,0,25.2
459,9,0,32.11
460,53,1,33.7
460,20,0,42.1
460,92,1,31.91
460,88,1,39.5
460,95,0,32.99
461,31,0,20.24
461,35,0,17.73
461,34,1,17.22
461,50,0,21.38
461,104,0,21.04
462,176,0,0.84
462,155,1,39.6
462,34,0,36.05
462,171,0,8.04
462,184,0,1.1
463,181,0,0.9
463,168,0,3.27
463,86,0,20.93
463,38,0,15.93
463,87,0,28.34
464,51,0,32.0
464,95,0,26.09
464,44,0,28.18
464,80,0,38.9
464,58,0,32.58
465,46,1,28.83
465,184,0,1.92
465,3,1,25.74
465,108,1,33.37
465,197,0,8.82
466,31,1,33.36
466,142,1,24.94
466,139,1,25.32
466,2,1,26.97
466,80,0,18.39
467,5,1,29.83
467,72,0,29.03
467,41,0,24.1
467,108,0,27.71
467,186,0,1.71
468,18,0,21.82
468,7,0,25.9
468,129,1,27.89
468,113,0,29.05
468,110,0,23.68
469,18,1,33.48
469,134,1,23.73
469,32,1,30.22
469,192,1,9.03
469,86,1,34.4
470,82,0,26.26
470,188,0,2.1
470,198,1,17.19
470,15,1,31.93
470,178,0,2.01
471,125,1,26.05
471,146,1,20.36
471,99,0,29.07
471,155,0,21.53
471,30,1,24.34
472,165,0,7.8
472,22,0,35.97
472,6,0,27.18
472,21,0,43.48
472,94,0,26.78
473,185,0,1.66
473,141,0,27.9
473,150,1,11.42
473,142,1,22.91
473,69,0,26.34
474,116,1,31.5
474,134,1,18.69
474,65,1,29.64
474,195,1,11.5
474,176,0,2.03
475,68,1,20.91
475,154,0,29.53
475,197,0,13.17
475,128,0,22.22
475,103,0,33.25
476,69,1,35.28
476,38,1,24.12
476,37,1,30.11
476,137,0,20.49
476,138,0,29.06
477,108,0,26.33
477,197,0,13.95
477,77,0,30.1
477,147,0,22.5
477,58,1,24.83
478,182,0,1.59
478,170,0,4.21
478,142,1,31.19
478,69,1,29.3
478,7,1,20.21
479,161,0,4.04
479,21,0,34.54
479,191,0,6.21
479,151,0,20.96
479,185,0,1.4
480,154,0,23.2
480,108,1,35.37
480,29,0,18.14
480,170,0,5.81
480,24,0,20.61
481,86,0,35.35
481,113,1,29.39
481,104,1,28.88
481,120,0,34.78
481,65,1,25.39
482,183,1,1.84
482,151,0,34.05
482,121,0,21.91
482,168,0,3.06
482,103,0,29.23
483,191,0,11.6
483,44,0,19.88
483,35,1,13.5
483,1,1,26.21
483,49,1,19.99
484,164,0,6.05
484,196,0,15.38
484,141,0,34.18
484,67,0,30.55
484,129,1,35.22
485,56,0,35.48
485,199,1,11.5
485,167,0,7.91
485,86,0,30.99
485,47,0,37.94
486,65,1,38.01
486,64,1,31.19
486,139,0,34.85
486,17,1,32.08
486,67,0,27.18
487,185,0,1.88
487,8,1,31.42
487,139,1,21.01
487,198,0,7.7
487,164,0,7.86
488,1,1,50.05
488,62,0,48.33
488,167,0,4.83
488,79,0,46.46
488,45,1,51.16
489,6,1,26.76
489,96,1,34.5
489,106,1,33.16
489,10,1,30.61
489,176,0,0.38
490,127,1,31.4
490,40,1,31.37
490,30,1,28.89
490,4,1,40.69
490,71,1,34.59
491,27,1,22.52
491,195,1,15.58
491,21,1,36.17
491,69,1,37.64
491,164,0,8.35
492,136,1,27.9
492,163,0,7.67
492,139,0,35.04
492,10,0,35.84
492,126,1,36.83
493,27,0,32.34
493,160,0,2.28
493,128,1,36.27
493,142,0,36.29
493,26,1,28.48
494,97,0,26.89
494,21,0,30.16
494,168,0,4.79
494,139,1,36.84
494,175,0,1.59
495,136,0,11.22
495,160,0,6.08
495,44,0,26.01
495,149,1,21.43
495,93,0,18.72
496,103,0,32.52
496,192,0,6.78
496,80,0,35.81
496,172,0,6.91
496,22,0,24.86
497,77,0,43.39
497,148,0,26.01
497,29,1,27.35
497,157,1,34.82
497,93,1,26.23
498,132,1,32.1
498,160,0,4.68
498,64,1,22.09
498,46,1,35.15
498,59,0,22.41
499,191,0,9.5
499,175,1,2.38
499,163,0,10.4
499,190,0,8.88
499,118,0,28.46
500,23,0,21.34
500,44,0,28.32
500,56,0,29.79
500,80,0,28.15
500,118,0,27.1
501,126,1,27.76
501,104,1,18.26
501,183,1,1.88
501,45,1,19.35
501,111,1,14.74
502,45,1,35.05
502,145,1,27.9
502,102,1,30.91
502,148,1,23.31
502,62,0,28.01
503,55,0,17.59
503,94,1,27.23
503,165,0,5.57
503,4,1,27.22
503,73,1,28.44
504,98,0,26.27
504,141,0,22.2
504,116,0,29.9
504,181,1,1.9
504,87,1,21.85
505,152,0,20.32
505,85,0,20.31
505,10,0,31.43
505,30,0,27.51
505,72,0,19.07
506,11,1,19.18
506,15,1,24.19
506,118,0,15.37
506,197,0,18.4
506,145,1,24.92
507,80,0,34.26
507,44,1,39.46
507,125,0,35.94
507,77,0,20.94
507,172,0,5.69
508,45,1,32.09
508,68,0,17.69
508,153,0,40.71
508,8,0,27.2
508,134,1,25.79
509,118,0,22.45
509,89,1,24.92
509,97,0,21.33
509,57,1,25.93
509,189,0,0.86
510,32,1,39.14
510,147,1,26.69
510,7,1,39.88
510,194,1,9.05
510,177,0,1.64
511,169,0,5.39
511,4,1,29.56
511,17,0,24.62
511,61,1,32.75
511,15,0,28.76
512,7,0,22.37
512,87,1,18.38
512,68,0,19.8
512,24,0,29.61
512,182,1,2.24
513,160,0,8.61
513,186,0,1.28
513,78,1,29.77
513,19,0,29.41
513,173,0,5.33
514,43,1,23.74
514,32,1,27.43
514,121,1,28.4
514,66,1,32.29
514,34,0,23.63
515,144,0,27.71
515,167,0,3.94
515,10,0,35.39
515,121,1,20.99
515,81,0,36.61
516,48,1,24.29
516,145,0,21.58
516,175,0,1.92
516,84,0,32.38
516,191,1,11.97
517,2,1,30.57
517,14,0,44.68
517,48,1,34.72
517,94,0,36.5
517,159,0,33.4
518,61,1,35.52
518,189,0,1.53
518,59,1,25.34
518,160,0,7.62
518,165,0,10.34
519,166,0,6.56
519,12,1,21.64
519,183,0,1.87
519,21,0,19.91
519,104,1,27.24
520,133,0,31.33
520,30,1,26.05
520,129,0,19.88
520,194,1,5.94
520,134,0,27.79
521,35,1,24.62
521,66,0,23.7
521,111,0,25.14
521,160,0,8.18
521,189,0,1.13
522,144,0,29.85
522,174,0,9.1
522,24,0,20.79
522,175,1,2.11
522,33,0,23.29
523,184,1,1.45
523,160,0,3.02
523,67,1,39.14
523,33,0,36.07
523,176,1,1.13
524,170,0,4.71
524,116,0,24.56
524,153,0,23.28
524,177,1,1.39
524,196,1,8.57
525,39,0,18.73
525,177,1,1.96
525,63,0,22.82
525,120,1,22.76
525,79,0,27.22
526,64,1,28.23
526,180,0,2.06
526,113,1,36.53
526,90,1,42.07
526,168,0,5.48
527,37,0,41.95
527,179,0,1.59
527,129,1,37.72
527,42,0,39.82
527,111,1,25.45
528,161,0,6.75
528,64,1,25.75
528,20,1,39.1
528,97,1,24.09
528,127,0,29.72
529,138,1,19.0
529,48,1,22.73
529,140,1,20.45
529,172,0,5.99
529,120,1,19.1
530,82,1,19.49
530,188,1,0.94
530,183,1,2.06
530,3,1,26.83
530,0,0,33.82
531,29,0,21.92
531,90,0,28.06
531,41,0,29.02
531,176,1,0.74
531,94,0,34.16
532,116,1,17.33
532,124,0,19.82
532,41,0,28.24
532,87,0,23.12
532,42,0,22.08
533,139,0,29.8
533,152,0,36.62
533,62,0,21.66
533,182,0,1.53
533,17,0,31.05
534,187,1,0.4
534,120,1,20.44
534,20,1,39.04
534,141,1,23.7
534,49,0,40.56
535,90,0,38.63
535,193,0,12.42
535,63,0,25.01
535,59,1,34.44
535,149,0,29.06
536,199,0,9.15
536,92,0,32.08
536,126,0,26.38
536,189,1,0.85
536,75,0,28.81
537,74,0,34.24
537,97,0,33.1
537,127,0,32.82
537,88,0,31.67
537,23,0,34.84
538,112,0,16.59
538,151,1,30.74
538,167,0,6.31
538,107,1,32.99
538,150,1,27.99
539,2,0,24.08
539,83,1,22.53
539,94,0,28.01
539,28,0,34.33
539,32,0,29.48
540,115,1,31.38
540,16,1,46.19
540,95,1,33.96
540,146,1,37.75
540,164,0,1.82
541,136,0,32.24
541,48,0,34.95
541,122,0,44.39
541,183,1,1.79
541,184,1,1.03
542,157,1,27.91
542,56,0,36.74
542,117,0,27.25
542,21,1,36.43
542,38,0,42.36
543,145,1,29.07
543,185,1,2.19
543,53,0,35.67
543,128,0,25.7
543,187,1,0.85
544,152,0,22.17
544,6,1,38.68
544,190,1,11.57
544,26,0,32.61
544,104,1,35.35
545,198,1,11.8
545,148,1,36.93
545,124,1,40.29
545,139,1,22.39
545,180,0,2.25
546,77,0,41.49
546,116,1,32.37
546,53,0,30.24
546,80,0,29.95
546,180,0,2.21
547,6,1,23.33
547,105,1,22.66
547,63,1,18.11
547,37,1,12.78
547,19,1,24.26
548,120,1,35.26
548,119,0,43.64
548,57,1,43.78
548,198,0,17.16
548,11,1,30.29
549,47,1,24.91
549,131,1,34.11
549,163,0,2.92
549,186,0,2.24
549,64,1,26.39
550,171,0,7.21
550,43,0,20.5
550,80,1,21.49
550,123,1,27.92
550,122,1,25.93
551,7,0,20.73
551,76,0,19.45
551,169,0,4.23
551,69,0,24.18
551,199,0,7.64
552,96,0,19.53
552,113,1,27.02
552,57,0,19.89
552,198,0,14.74
552,23,0,30.56
553,101,0,18.28
553,148,0,23.3
553,177,1,1.54
553,44,0,26.23
553,128,0,18.68
554,194,1,11.41
554,4,1,30.91
554,139,0,29.47
554,66,1,30.05
554,189,1,1.78
555,22,1,23.55
555,86,1,30.97
555,132,1,27.89
555,189,1,0.63
555,10,1,30.93
556,125,1,31.92
556,12,1,25.1
556,44,1,19.47
556,94,1,31.69
556,116,1,25.31
557,169,0,3.81
557,48,1,23.55
557,47,1,23.83
557,86,1,25.49
557,72,0,25.95
558,133,1,22.73
558,65,1,19.14
558,142,1,30.76
558,91,1,15.29
